original_id	canonical_id
royals:ck2:7273	royals:ck2:7273
royals:ck2:7274	royals:ck2:7274
royals:ck2:7275	royals:ck2:7275
royals:ck2:7276	royals:ck2:7276
royals:ck2:7277	royals:ck2:7277
royals:ck2:7278	royals:ck2:7278
royals:ck2:7279	royals:ck2:7279
royals:ck2:7280	royals:ck2:7280
royals:ck2:7281	royals:ck2:7281
royals:ck2:7282	royals:ck2:7282
royals:ck2:7283	royals:ck2:7283
royals:ck2:7284	royals:ck2:7284
royals:ck2:7285	royals:ck2:7285
royals:ck2:7286	royals:ck2:7286
royals:ck2:7287	royals:ck2:7287
royals:ck2:7288	royals:ck2:7288
royals:ck2:7289	royals:ck2:7289
royals:ck2:7290	royals:ck2:7290
royals:ck2:7291	royals:ck2:7291
royals:ck2:7292	royals:ck2:7292
royals:ck2:7293	royals:ck2:7293
royals:ck2:7295	royals:ck2:7295
royals:ck2:7296	royals:ck2:7296
royals:ck2:7298	royals:ck2:7298
royals:ck2:7299	royals:ck2:7299
royals:ck2:7300	royals:ck2:7300
royals:ck2:7301	royals:ck2:7301
royals:ck2:7302	royals:ck2:7302
royals:ck2:7303	royals:ck2:7303
royals:ck2:7304	royals:ck2:7304
royals:ck2:7305	royals:ck2:7305
royals:ck2:7306	royals:ck2:7306
royals:ck2:7307	royals:ck2:7307
royals:ck2:7308	royals:ck2:7308
royals:ck2:7309	royals:ck2:7309
royals:ck2:7310	royals:ck2:7310
royals:ck2:7311	royals:ck2:7311
royals:ck2:7312	royals:ck2:7312
royals:ck2:7313	royals:ck2:7313
royals:ck2:7314	royals:ck2:7314
royals:ck2:7315	royals:ck2:7315
royals:ck2:7316	royals:ck2:7316
royals:ck2:7317	royals:ck2:7317
royals:ck2:7319	royals:ck2:7319
royals:ck2:7320	royals:ck2:7320
royals:ck2:7321	royals:ck2:7321
royals:ck2:7322	royals:ck2:7322
royals:ck2:7323	royals:ck2:7323
royals:ck2:7324	royals:ck2:7324
royals:ck2:7325	royals:ck2:7325
royals:ck2:7326	royals:ck2:7326
royals:ck2:7327	royals:ck2:7327
royals:ck2:7328	royals:ck2:7328
royals:ck2:7329	royals:ck2:7329
royals:ck2:7330	royals:ck2:7330
royals:ck2:7331	royals:ck2:7331
royals:ck2:7332	royals:ck2:7332
royals:ck2:7333	royals:ck2:7333
royals:ck2:7334	royals:ck2:7334
royals:ck2:7335	royals:ck2:7335
royals:ck2:7336	royals:ck2:7336
royals:ck2:7337	royals:ck2:7337
royals:ck2:7338	royals:ck2:7338
royals:ck2:7339	royals:ck2:7339
royals:ck2:7340	royals:ck2:7340
royals:ck2:7341	royals:ck2:7341
royals:ck2:7342	royals:ck2:7342
royals:ck2:7343	royals:ck2:7343
royals:ck2:7344	royals:ck2:7344
royals:ck2:7345	royals:ck2:7345
royals:ck2:7346	royals:ck2:7346
royals:ck2:7347	royals:ck2:7347
royals:ck2:7348	royals:ck2:7348
royals:ck2:7349	royals:ck2:7349
royals:ck2:7350	royals:ck2:7350
royals:ck2:7351	royals:ck2:7351
royals:ck2:7352	royals:ck2:7352
royals:ck2:7353	royals:ck2:7353
royals:ck2:7354	royals:ck2:7354
royals:ck2:7355	royals:ck2:7355
royals:ck2:7356	royals:ck2:7356
royals:ck2:7357	royals:ck2:7357
royals:ck2:7358	royals:ck2:7358
royals:ck2:7359	royals:ck2:7359
royals:ck2:7360	royals:ck2:7360
royals:ck2:7361	royals:ck2:7361
royals:ck2:7362	royals:ck2:7362
royals:ck2:7363	royals:ck2:7363
royals:ck2:7364	royals:ck2:7364
royals:ck2:7365	royals:ck2:7365
royals:ck2:7366	royals:ck2:7366
royals:ck2:7367	royals:ck2:7367
royals:ck2:7368	royals:ck2:7368
royals:ck2:7369	royals:ck2:7369
royals:ck2:7370	royals:ck2:7370
royals:ck2:7371	royals:ck2:7371
royals:ck2:7372	royals:ck2:7372
royals:ck2:7373	royals:ck2:7373
royals:ck2:7374	royals:ck2:7374
royals:ck2:7375	royals:ck2:7375
royals:ck2:7376	royals:ck2:7376
royals:ck2:7377	royals:ck2:7377
royals:ck2:7378	royals:ck2:7378
royals:ck2:7379	royals:ck2:7379
royals:ck2:7380	royals:ck2:7380
royals:ck2:7389	royals:ck2:7389
royals:ck2:7500	royals:ck2:7500
royals:ck2:7501	royals:ck2:7501
royals:ck2:7502	royals:ck2:7502
royals:ck2:7503	royals:ck2:7503
royals:ck2:7504	royals:ck2:7504
royals:ck2:7505	royals:ck2:7505
royals:ck2:7506	royals:ck2:7506
royals:ck2:7507	royals:ck2:7507
royals:ck2:7508	royals:ck2:7508
royals:ck2:7509	royals:ck2:7509
royals:ck2:7510	royals:ck2:7510
royals:ck2:7511	royals:ck2:7511
royals:ck2:7512	royals:ck2:7512
royals:ck2:7513	royals:ck2:7513
royals:ck2:7514	royals:ck2:7514
royals:ck2:7515	royals:ck2:7515
royals:ck2:7516	royals:ck2:7516
royals:ck2:7517	royals:ck2:7517
royals:ck2:7518	royals:ck2:7518
royals:ck2:7519	royals:ck2:7519
royals:ck2:7520	royals:ck2:7520
royals:ck2:7521	royals:ck2:7521
royals:ck2:7522	royals:ck2:7522
royals:ck2:7700	royals:ck2:7700
royals:ck2:8600	royals:ck2:8600
royals:ck2:8601	royals:ck2:8601
royals:ck2:8602	royals:ck2:8602
royals:ck2:8603	royals:ck2:8603
royals:ck2:8604	royals:ck2:8604
royals:ck2:8605	royals:ck2:8605
royals:ck2:8606	royals:ck2:8606
royals:ck2:8607	royals:ck2:8607
royals:ck2:8608	royals:ck2:8608
royals:ck2:8609	royals:ck2:8609
royals:ck2:8610	royals:ck2:8610
royals:ck2:8611	royals:ck2:8611
royals:ck2:8612	royals:ck2:8612
royals:ck2:8613	royals:ck2:8613
royals:ck2:8614	royals:ck2:8614
royals:ck2:8615	royals:ck2:8615
royals:ck2:8616	royals:ck2:8616
royals:ck2:8617	royals:ck2:8617
royals:ck2:8618	royals:ck2:8618
royals:ck2:8619	royals:ck2:8619
royals:ck2:8620	royals:ck2:8620
royals:ck2:8621	royals:ck2:8621
royals:ck2:8622	royals:ck2:8622
royals:ck2:8623	royals:ck2:8623
royals:ck2:8624	royals:ck2:8624
royals:ck2:8625	royals:ck2:8625
royals:ck2:8626	royals:ck2:8626
royals:ck2:8627	royals:ck2:8627
royals:ck2:8628	royals:ck2:8628
royals:ck2:8629	royals:ck2:8629
royals:ck2:8630	royals:ck2:8630
royals:ck2:8631	royals:ck2:8631
royals:ck2:8632	royals:ck2:8632
royals:ck2:8633	royals:ck2:8633
royals:ck2:8634	royals:ck2:8634
royals:ck2:8635	royals:ck2:8635
royals:ck2:8636	royals:ck2:8636
royals:ck2:8637	royals:ck2:8637
royals:ck2:8638	royals:ck2:8638
royals:ck2:8639	royals:ck2:8639
royals:ck2:8640	royals:ck2:8640
royals:ck2:8641	royals:ck2:8641
royals:ck2:8642	royals:ck2:8642
royals:ck2:8643	royals:ck2:8643
royals:ck2:8644	royals:ck2:8644
royals:ck2:8645	royals:ck2:8645
royals:ck2:8646	royals:ck2:8646
royals:ck2:8647	royals:ck2:8647
royals:ck2:8648	royals:ck2:8648
royals:ck2:8649	royals:ck2:8649
royals:ck2:8650	royals:ck2:8650
royals:ck2:8651	royals:ck2:8651
royals:ck2:8652	royals:ck2:8652
royals:ck2:8653	royals:ck2:8653
royals:ck2:8654	royals:ck2:8654
royals:ck2:8655	royals:ck2:8655
royals:ck2:8656	royals:ck2:8656
royals:ck2:8657	royals:ck2:8657
royals:ck2:8658	royals:ck2:8658
royals:ck2:8659	royals:ck2:8659
royals:ck2:8660	royals:ck2:8660
royals:ck2:8661	royals:ck2:8661
royals:ck2:8662	royals:ck2:8662
royals:ck2:8663	royals:ck2:8663
royals:ck2:8664	royals:ck2:8664
royals:ck2:8665	royals:ck2:8665
royals:ck2:8666	royals:ck2:8666
royals:ck2:8667	royals:ck2:8667
royals:ck2:8668	royals:ck2:8668
royals:ck2:8669	royals:ck2:8669
royals:ck2:8670	royals:ck2:8670
royals:ck2:8671	royals:ck2:8671
royals:ck2:8672	royals:ck2:8672
royals:ck2:8673	royals:ck2:8673
royals:ck2:8674	royals:ck2:8674
royals:ck2:8675	royals:ck2:8675
royals:ck2:8676	royals:ck2:8676
royals:ck2:8677	royals:ck2:8677
royals:ck2:8678	royals:ck2:8678
royals:ck2:8679	royals:ck2:8679
royals:ck2:8680	royals:ck2:8680
royals:ck2:8681	royals:ck2:8681
royals:ck2:8682	royals:ck2:8682
royals:ck2:8683	royals:ck2:8683
royals:ck2:8684	royals:ck2:8684
royals:ck2:8685	royals:ck2:8685
royals:ck2:8686	royals:ck2:8686
royals:ck2:8687	royals:ck2:8687
royals:ck2:8688	royals:ck2:8688
royals:ck2:8689	royals:ck2:8689
royals:ck2:8690	royals:ck2:8690
royals:ck2:8691	royals:ck2:8691
royals:ck2:8692	royals:ck2:8692
royals:ck2:8693	royals:ck2:8693
royals:ck2:8694	royals:ck2:8694
royals:ck2:8695	royals:ck2:8695
royals:ck2:8696	royals:ck2:8696
royals:ck2:8697	royals:ck2:8697
royals:ck2:8698	royals:ck2:8698
royals:ck2:8699	royals:ck2:8699
royals:ck2:8700	royals:ck2:8700
royals:ck2:8701	royals:ck2:8701
royals:ck2:8702	royals:ck2:8702
royals:ck2:8703	royals:ck2:8703
royals:ck2:8704	royals:ck2:8704
royals:ck2:8705	royals:ck2:8705
royals:ck2:8706	royals:ck2:8706
royals:ck2:8707	royals:ck2:8707
royals:ck2:8708	royals:ck2:8708
royals:ck2:8709	royals:ck2:8709
royals:ck2:8710	royals:ck2:8710
royals:ck2:8711	royals:ck2:8711
royals:ck2:8712	royals:ck2:8712
royals:ck2:8713	royals:ck2:8713
royals:ck2:8714	royals:ck2:8714
royals:ck2:8715	royals:ck2:8715
royals:ck2:8716	royals:ck2:8716
royals:ck2:8717	royals:ck2:8717
royals:ck2:8718	royals:ck2:8718
royals:ck2:8719	royals:ck2:8719
royals:ck2:8720	royals:ck2:8720
royals:ck2:8721	royals:ck2:8721
royals:ck2:8722	royals:ck2:8722
royals:ck2:8723	royals:ck2:8723
royals:ck2:8724	royals:ck2:8724
royals:ck2:8725	royals:ck2:8725
royals:ck2:8726	royals:ck2:8726
royals:ck2:8727	royals:ck2:8727
royals:ck2:8728	royals:ck2:8728
royals:ck2:8729	royals:ck2:8729
royals:ck2:8730	royals:ck2:8730
royals:ck2:8731	royals:ck2:8731
royals:ck2:8732	royals:ck2:8732
royals:ck2:8733	royals:ck2:8733
royals:ck2:8734	royals:ck2:8734
royals:ck2:8735	royals:ck2:8735
royals:ck2:8736	royals:ck2:8736
royals:ck2:8737	royals:ck2:8737
royals:ck2:8738	royals:ck2:8738
royals:ck2:8739	royals:ck2:8739
royals:ck2:8740	royals:ck2:8740
royals:ck2:8741	royals:ck2:8741
royals:ck2:8742	royals:ck2:8742
royals:ck2:8743	royals:ck2:8743
royals:ck2:8744	royals:ck2:8744
royals:ck2:8745	royals:ck2:8745
royals:ck2:8746	royals:ck2:8746
royals:ck2:8747	royals:ck2:8747
royals:ck2:8748	royals:ck2:8748
royals:ck2:8749	royals:ck2:8749
royals:ck2:8750	royals:ck2:8750
royals:ck2:8751	royals:ck2:8751
royals:ck2:8752	royals:ck2:8752
royals:ck2:8753	royals:ck2:8753
royals:ck2:8754	royals:ck2:8754
royals:ck2:8755	royals:ck2:8755
royals:ck2:8756	royals:ck2:8756
royals:ck2:8757	royals:ck2:8757
royals:ck2:8758	royals:ck2:8758
royals:ck2:8759	royals:ck2:8759
royals:ck2:8760	royals:ck2:8760
royals:ck2:8761	royals:ck2:8761
royals:ck2:8762	royals:ck2:8762
royals:ck2:8763	royals:ck2:8763
royals:ck2:8764	royals:ck2:8764
royals:ck2:8765	royals:ck2:8765
royals:ck2:8766	royals:ck2:8766
royals:ck2:8767	royals:ck2:8767
royals:ck2:8768	royals:ck2:8768
royals:ck2:8769	royals:ck2:8769
royals:ck2:8770	royals:ck2:8770
royals:ck2:8771	royals:ck2:8771
royals:ck2:8772	royals:ck2:8772
royals:ck2:8773	royals:ck2:8773
royals:ck2:8774	royals:ck2:8774
royals:ck2:8775	royals:ck2:8775
royals:ck2:8776	royals:ck2:8776
royals:ck2:8777	royals:ck2:8777
royals:ck2:8778	royals:ck2:8778
royals:ck2:8779	royals:ck2:8779
royals:ck2:8780	royals:ck2:8780
royals:ck2:8781	royals:ck2:8781
royals:ck2:8782	royals:ck2:8782
royals:ck2:8783	royals:ck2:8783
royals:ck2:8784	royals:ck2:8784
royals:ck2:8785	royals:ck2:8785
royals:ck2:8786	royals:ck2:8786
royals:ck2:8787	royals:ck2:8787
royals:ck2:8788	royals:ck2:8788
royals:ck2:8789	royals:ck2:8789
royals:ck2:8790	royals:ck2:8790
royals:ck2:8791	royals:ck2:8791
royals:ck2:8792	royals:ck2:8792
royals:ck2:8793	royals:ck2:8793
royals:ck2:8794	royals:ck2:8794
royals:ck2:8795	royals:ck2:8795
royals:ck2:8796	royals:ck2:8796
royals:ck2:8797	royals:ck2:8797
royals:ck2:8798	royals:ck2:8798
royals:ck2:9006	royals:ck2:9006
royals:ck2:9007	royals:ck2:9007
royals:ck2:9008	royals:ck2:9008
royals:ck2:9009	royals:ck2:9009
royals:ck2:9010	royals:ck2:9010
royals:ck2:9011	royals:ck2:9011
royals:ck2:9101	royals:ck2:9101
royals:ck2:9102	royals:ck2:9102
royals:ck2:9103	royals:ck2:9103
royals:ck2:9104	royals:ck2:9104
royals:ck2:9105	royals:ck2:9105
royals:ck2:9106	royals:ck2:9106
royals:ck2:9107	royals:ck2:9107
royals:ck2:9108	royals:ck2:9108
royals:ck2:9109	royals:ck2:9109
royals:ck2:9110	royals:ck2:9110
royals:ck2:9111	royals:ck2:9111
royals:ck2:9112	royals:ck2:9112
royals:ck2:9113	royals:ck2:9113
royals:ck2:9114	royals:ck2:9114
royals:ck2:9115	royals:ck2:9115
royals:ck2:9116	royals:ck2:9116
royals:ck2:9117	royals:ck2:9117
royals:ck2:9118	royals:ck2:9118
royals:ck2:9119	royals:ck2:9119
royals:ck2:9120	royals:ck2:9120
royals:ck2:9121	royals:ck2:9121
royals:ck2:9122	royals:ck2:9122
royals:ck2:9123	royals:ck2:9123
royals:ck2:9124	royals:ck2:9124
royals:ck2:9125	royals:ck2:9125
royals:ck2:9126	royals:ck2:9126
royals:ck2:9127	royals:ck2:9127
royals:ck2:9128	royals:ck2:9128
royals:ck2:9129	royals:ck2:9129
royals:ck2:9130	royals:ck2:9130
royals:ck2:9200	royals:ck2:9200
royals:ck2:9201	royals:ck2:9201
royals:ck2:9202	royals:ck2:9202
royals:ck2:9203	royals:ck2:9203
royals:ck2:9204	royals:ck2:9204
royals:ck2:9205	royals:ck2:9205
royals:ck2:9206	royals:ck2:9206
royals:ck2:9207	royals:ck2:9207
royals:ck2:9208	royals:ck2:9208
royals:ck2:9209	royals:ck2:9209
royals:ck2:9210	royals:ck2:9210
royals:ck2:9211	royals:ck2:9211
royals:ck2:9212	royals:ck2:9212
royals:ck2:9213	royals:ck2:9213
royals:ck2:9214	royals:ck2:9214
royals:ck2:9215	royals:ck2:9215
royals:ck2:9216	royals:ck2:9216
royals:ck2:9217	royals:ck2:9217
royals:ck2:9218	royals:ck2:9218
royals:ck2:9219	royals:ck2:9219
royals:ck2:9220	royals:ck2:9220
royals:ck2:9221	royals:ck2:9221
royals:ck2:9222	royals:ck2:9222
royals:ck2:9223	royals:ck2:9223
royals:ck2:9224	royals:ck2:9224
royals:ck2:9225	royals:ck2:9225
royals:ck2:9226	royals:ck2:9226
royals:ck2:9227	Q3062893
royals:ck2:9228	Q3062897
royals:ck2:9229	Q776144
royals:ck2:9230	Q3062894
royals:ck2:9231	royals:ck2:9231
royals:ck2:9301	royals:ck2:9301
royals:ck2:9302	royals:ck2:9302
royals:ck2:9303	royals:ck2:9303
royals:ck2:9304	royals:ck2:9304
royals:ck2:9305	royals:ck2:9305
royals:ck2:9530	royals:ck2:9530
royals:ck2:9531	royals:ck2:9531
royals:ck2:9532	royals:ck2:9532
royals:ck2:9533	royals:ck2:9533
royals:ck2:9534	royals:ck2:9534
royals:ck2:9535	royals:ck2:9535
royals:ck2:9536	royals:ck2:9536
royals:ck2:9537	royals:ck2:9537
royals:ck2:9538	royals:ck2:9538
royals:ck2:9539	royals:ck2:9539
royals:ck2:9540	royals:ck2:9540
royals:ck2:9541	royals:ck2:9541
royals:ck2:9542	royals:ck2:9542
royals:ck2:9543	royals:ck2:9543
royals:ck2:9544	royals:ck2:9544
royals:ck2:10000	royals:ck2:10000
royals:ck2:10001	royals:ck2:10001
royals:ck2:10002	royals:ck2:10002
royals:ck2:10003	royals:ck2:10003
royals:ck2:10004	royals:ck2:10004
royals:ck2:10005	royals:ck2:10005
royals:ck2:10006	royals:ck2:10006
royals:ck2:10007	royals:ck2:10007
royals:ck2:10008	Q94695533
royals:ck2:10009	royals:ck2:10009
royals:ck2:10010	royals:ck2:10010
royals:ck2:10012	royals:ck2:10012
royals:ck2:10013	royals:ck2:10013
royals:ck2:10014	royals:ck2:10014
royals:ck2:10015	royals:ck2:10015
royals:ck2:10016	royals:ck2:10016
royals:ck2:10017	royals:ck2:10017
royals:ck2:10018	royals:ck2:10018
royals:ck2:10019	royals:ck2:10019
royals:ck2:10020	royals:ck2:10020
royals:ck2:10021	royals:ck2:10021
royals:ck2:10022	royals:ck2:10022
royals:ck2:10023	royals:ck2:10023
royals:ck2:10024	royals:ck2:10024
royals:ck2:10025	royals:ck2:10025
royals:ck2:10026	royals:ck2:10026
royals:ck2:10027	royals:ck2:10027
royals:ck2:10028	royals:ck2:10028
royals:ck2:10029	royals:ck2:10029
royals:ck2:10100	royals:ck2:10100
royals:ck2:10101	royals:ck2:10101
royals:ck2:10102	royals:ck2:10102
royals:ck2:10103	royals:ck2:10103
royals:ck2:10104	royals:ck2:10104
royals:ck2:10105	royals:ck2:10105
royals:ck2:10106	royals:ck2:10106
royals:ck2:10107	royals:ck2:10107
royals:ck2:10108	royals:ck2:10108
royals:ck2:10109	royals:ck2:10109
royals:ck2:10110	royals:ck2:10110
royals:ck2:10111	royals:ck2:10111
royals:ck2:11000	royals:ck2:11000
royals:ck2:11001	royals:ck2:11001
royals:ck2:11002	royals:ck2:11002
royals:ck2:11003	royals:ck2:11003
royals:ck2:11100	Q1361737
royals:ck2:11101	royals:ck2:11101
royals:ck2:11102	royals:ck2:11102
royals:ck2:11103	royals:ck2:11103
royals:ck2:11104	royals:ck2:11104
royals:ck2:11105	royals:ck2:11105
royals:ck2:11106	royals:ck2:11106
royals:ck2:11107	royals:ck2:11107
royals:ck2:11108	royals:ck2:11108
royals:ck2:11109	royals:ck2:11109
royals:ck2:11110	royals:ck2:11110
royals:ck2:11111	royals:ck2:11111
royals:ck2:11112	royals:ck2:11112
royals:ck2:11113	royals:ck2:11113
royals:ck2:11114	royals:ck2:11114
royals:ck2:11115	royals:ck2:11115
royals:ck2:11116	royals:ck2:11116
royals:ck2:11117	royals:ck2:11117
royals:ck2:11118	royals:ck2:11118
royals:ck2:11119	royals:ck2:11119
royals:ck2:11120	royals:ck2:11120
royals:ck2:11121	royals:ck2:11121
royals:ck2:11122	royals:ck2:11122
royals:ck2:11123	royals:ck2:11123
royals:ck2:11124	royals:ck2:11124
royals:ck2:11125	royals:ck2:11125
royals:ck2:11126	royals:ck2:11126
royals:ck2:11127	royals:ck2:11127
royals:ck2:11128	royals:ck2:11128
royals:ck2:11129	Q7558515
royals:ck2:11130	royals:ck2:11130
royals:ck2:11131	royals:ck2:11131
royals:ck2:11500	royals:ck2:11500
royals:ck2:12000	royals:ck2:12000
royals:ck2:12001	royals:ck2:12001
royals:ck2:12002	royals:ck2:12002
royals:ck2:12003	royals:ck2:12003
royals:ck2:12004	royals:ck2:12004
royals:ck2:12005	Q474251
royals:ck2:12006	royals:ck2:12006
royals:ck2:12101	royals:ck2:12101
royals:ck2:12102	royals:ck2:12102
royals:ck2:12103	royals:ck2:12103
royals:ck2:12104	royals:ck2:12104
royals:ck2:12105	royals:ck2:12105
royals:ck2:12106	royals:ck2:12106
royals:ck2:12107	royals:ck2:12107
royals:ck2:12108	royals:ck2:12108
royals:ck2:12109	royals:ck2:12109
royals:ck2:12110	royals:ck2:12110
royals:ck2:12111	royals:ck2:12111
royals:ck2:12112	royals:ck2:12112
royals:ck2:12113	royals:ck2:12113
royals:ck2:12114	royals:ck2:12114
royals:ck2:12115	royals:ck2:12115
royals:ck2:12116	royals:ck2:12116
royals:ck2:12117	royals:ck2:12117
royals:ck2:12118	royals:ck2:12118
royals:ck2:12119	royals:ck2:12119
royals:ck2:12120	royals:ck2:12120
royals:ck2:12121	royals:ck2:12121
royals:ck2:12122	royals:ck2:12122
royals:ck2:12123	royals:ck2:12123
royals:ck2:12124	royals:ck2:12124
royals:ck2:12125	royals:ck2:12125
royals:ck2:12126	royals:ck2:12126
royals:ck2:12127	royals:ck2:12127
royals:ck2:12128	royals:ck2:12128
royals:ck2:12129	royals:ck2:12129
royals:ck2:12130	royals:ck2:12130
royals:ck2:12131	royals:ck2:12131
royals:ck2:12132	royals:ck2:12132
royals:ck2:12133	royals:ck2:12133
royals:ck2:12134	royals:ck2:12134
royals:ck2:12135	royals:ck2:12135
royals:ck2:12136	royals:ck2:12136
royals:ck2:12137	royals:ck2:12137
royals:ck2:12138	royals:ck2:12138
royals:ck2:12139	royals:ck2:12139
royals:ck2:12140	royals:ck2:12140
royals:ck2:12141	royals:ck2:12141
royals:ck2:12142	royals:ck2:12142
royals:ck2:12143	royals:ck2:12143
royals:ck2:12144	royals:ck2:12144
royals:ck2:12145	royals:ck2:12145
royals:ck2:12146	royals:ck2:12146
royals:ck2:12147	royals:ck2:12147
royals:ck2:12148	royals:ck2:12148
royals:ck2:12149	royals:ck2:12149
royals:ck2:12150	royals:ck2:12150
royals:ck2:12151	royals:ck2:12151
royals:ck2:12152	royals:ck2:12152
royals:ck2:12153	royals:ck2:12153
royals:ck2:12154	royals:ck2:12154
royals:ck2:12155	royals:ck2:12155
royals:ck2:12156	royals:ck2:12156
royals:ck2:12157	royals:ck2:12157
royals:ck2:12158	royals:ck2:12158
royals:ck2:12159	royals:ck2:12159
royals:ck2:12160	royals:ck2:12160
royals:ck2:12161	royals:ck2:12161
royals:ck2:12162	royals:ck2:12162
royals:ck2:12163	royals:ck2:12163
royals:ck2:12164	royals:ck2:12164
royals:ck2:12165	royals:ck2:12165
royals:ck2:12166	royals:ck2:12166
royals:ck2:12167	royals:ck2:12167
royals:ck2:12168	royals:ck2:12168
royals:ck2:12169	royals:ck2:12169
royals:ck2:12170	royals:ck2:12170
royals:ck2:12171	royals:ck2:12171
royals:ck2:12172	royals:ck2:12172
royals:ck2:12173	royals:ck2:12173
royals:ck2:12174	royals:ck2:12174
royals:ck2:12175	royals:ck2:12175
royals:ck2:12176	royals:ck2:12176
royals:ck2:12177	royals:ck2:12177
royals:ck2:12178	royals:ck2:12178
royals:ck2:12179	royals:ck2:12179
royals:ck2:12180	royals:ck2:12180
royals:ck2:12181	royals:ck2:12181
royals:ck2:12182	royals:ck2:12182
royals:ck2:12183	royals:ck2:12183
royals:ck2:12184	royals:ck2:12184
royals:ck2:12185	royals:ck2:12185
royals:ck2:12186	royals:ck2:12186
royals:ck2:12187	royals:ck2:12187
royals:ck2:12188	royals:ck2:12188
royals:ck2:12189	royals:ck2:12189
royals:ck2:12190	royals:ck2:12190
royals:ck2:12191	royals:ck2:12191
royals:ck2:12192	royals:ck2:12192
royals:ck2:12193	royals:ck2:12193
royals:ck2:12194	royals:ck2:12194
royals:ck2:12195	royals:ck2:12195
royals:ck2:12196	royals:ck2:12196
royals:ck2:12197	royals:ck2:12197
royals:ck2:12198	royals:ck2:12198
royals:ck2:12199	royals:ck2:12199
royals:ck2:12200	royals:ck2:12200
royals:ck2:12201	royals:ck2:12201
royals:ck2:12202	royals:ck2:12202
royals:ck2:12203	royals:ck2:12203
royals:ck2:12204	royals:ck2:12204
royals:ck2:12205	royals:ck2:12205
royals:ck2:12206	royals:ck2:12206
royals:ck2:12207	royals:ck2:12207
royals:ck2:12208	royals:ck2:12208
royals:ck2:12209	royals:ck2:12209
royals:ck2:12210	royals:ck2:12210
royals:ck2:12211	royals:ck2:12211
royals:ck2:12212	royals:ck2:12212
royals:ck2:12213	royals:ck2:12213
royals:ck2:12214	royals:ck2:12214
royals:ck2:12215	royals:ck2:12215
royals:ck2:12216	royals:ck2:12216
royals:ck2:12217	royals:ck2:12217
royals:ck2:12218	royals:ck2:12218
royals:ck2:12219	royals:ck2:12219
royals:ck2:12220	royals:ck2:12220
royals:ck2:12221	royals:ck2:12221
royals:ck2:12222	royals:ck2:12222
royals:ck2:12223	royals:ck2:12223
royals:ck2:12224	royals:ck2:12224
royals:ck2:12225	royals:ck2:12225
royals:ck2:12226	royals:ck2:12226
royals:ck2:12227	royals:ck2:12227
royals:ck2:12228	royals:ck2:12228
royals:ck2:12229	royals:ck2:12229
royals:ck2:12230	royals:ck2:12230
royals:ck2:12231	royals:ck2:12231
royals:ck2:12232	royals:ck2:12232
royals:ck2:12233	royals:ck2:12233
royals:ck2:12234	royals:ck2:12234
royals:ck2:12235	royals:ck2:12235
royals:ck2:12236	royals:ck2:12236
royals:ck2:12237	royals:ck2:12237
royals:ck2:12238	royals:ck2:12238
royals:ck2:12239	royals:ck2:12239
royals:ck2:12240	royals:ck2:12240
royals:ck2:12241	royals:ck2:12241
royals:ck2:12242	royals:ck2:12242
royals:ck2:12243	royals:ck2:12243
royals:ck2:12244	royals:ck2:12244
royals:ck2:12245	royals:ck2:12245
royals:ck2:12246	royals:ck2:12246
royals:ck2:12247	royals:ck2:12247
royals:ck2:12248	royals:ck2:12248
royals:ck2:12249	royals:ck2:12249
royals:ck2:12250	royals:ck2:12250
royals:ck2:12251	royals:ck2:12251
royals:ck2:12252	royals:ck2:12252
royals:ck2:12253	royals:ck2:12253
royals:ck2:12254	royals:ck2:12254
royals:ck2:12255	royals:ck2:12255
royals:ck2:12269	royals:ck2:12269
royals:ck2:12270	royals:ck2:12270
royals:ck2:12271	royals:ck2:12271
royals:ck2:12272	royals:ck2:12272
royals:ck2:12273	royals:ck2:12273
royals:ck2:12274	royals:ck2:12274
royals:ck2:12275	royals:ck2:12275
royals:ck2:12276	royals:ck2:12276
royals:ck2:12277	royals:ck2:12277
royals:ck2:12278	royals:ck2:12278
royals:ck2:12279	royals:ck2:12279
royals:ck2:12280	royals:ck2:12280
royals:ck2:12281	royals:ck2:12281
royals:ck2:12282	royals:ck2:12282
royals:ck2:12283	royals:ck2:12283
royals:ck2:12400	royals:ck2:12400
royals:ck2:12401	royals:ck2:12401
royals:ck2:12402	royals:ck2:12402
royals:ck2:12403	royals:ck2:12403
royals:ck2:12404	royals:ck2:12404
royals:ck2:12405	royals:ck2:12405
royals:ck2:12406	royals:ck2:12406
royals:ck2:12407	royals:ck2:12407
royals:ck2:12408	royals:ck2:12408
royals:ck2:12409	royals:ck2:12409
royals:ck2:12410	royals:ck2:12410
royals:ck2:12411	royals:ck2:12411
royals:ck2:12412	royals:ck2:12412
royals:ck2:12413	royals:ck2:12413
royals:ck2:12414	royals:ck2:12414
royals:ck2:12415	royals:ck2:12415
royals:ck2:12416	royals:ck2:12416
royals:ck2:12417	royals:ck2:12417
